, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Te0perture (C),Dew Point Te0p (C),Relative Hu0idity (%)
2011-03-15,-1.0,1108.9066,13.0,33.0,34.0,0.0,0.0,47.0,6.729166666666667,-0.6291666666666667,60.61041666666667
2011-03-16,-1.0,1668.1754,14.0,32.0,39.0,11.0,0.0,32.0,7.875,5.413888888888889,85.68972222222222
2011-03-17,-1.0,1444.0264,14.0,43.0,45.0,0.0,0.0,32.0,11.430434782608694,3.6260869565217395,60.001304347826085
2011-03-18,-1.0,2002.5752,15.0,43.0,49.0,0.0,0.0,41.0,16.259090909090908,6.640909090909091,54.63454545454545
2011-03-19,-1.0,1852.4865,15.0,46.0,29.0,0.0,0.0,14.0,16.47826086956522,2.6478260869565218,39.94608695652174
2011-03-20,-1.0,1139.5292,11.0,42.0,26.0,0.0,0.0,16.0,8.016666666666667,-3.6041666666666665,44.74333333333333
2011-03-21,-1.0,1190.9827,14.0,38.0,38.0,0.0,0.0,39.0,10.467857142857143,5.2,70.8875
2011-03-22,0.0,1345.5352,7.0,41.0,52.0,21.0,0.0,36.0,13.752380952380953,7.119047619047619,67.17761904761905
2011-03-23,-1.0,679.71155,6.0,29.0,38.0,0.0,0.0,21.0,8.915151515151514,5.339393939393939,78.95545454545456
2011-03-24,-1.0,1479.2566,10.0,27.0,29.0,0.0,0.0,26.0,6.031914893617022,4.26595744680851,89.35914893617021
2011-03-25,-1.0,2044.4772,25.0,37.0,28.0,0.0,0.0,41.0,3.9625,-5.0249999999999995,54.068333333333335
2011-03-26,-1.0,1952.8496,8.0,45.0,35.0,0.0,0.0,38.0,4.084615384615384,-9.034615384615385,39.14076923076923
2011-03-27,-1.0,1743.0999,7.0,44.0,36.0,0.0,0.0,28.0,3.5639999999999996,-6.252000000000001,51.3536
2011-03-28,-1.0,1513.047,9.0,44.0,28.0,16.0,0.0,46.0,3.603846153846154,-11.430769230769231,33.65653846153846
2011-03-29,0.0,1623.2017,10.0,45.0,25.0,0.0,0.0,55.0,5.829166666666667,-11.533333333333333,28.33875
2011-03-30,0.0,1062.5889,14.0,33.0,40.0,0.0,0.0,57.0,6.196969696969697,-0.796969696969697,64.5221212121212
2011-03-31,-1.0,359.4231,11.0,30.0,43.0,0.0,0.0,36.0,3.9415094339622643,2.8358490566037737,92.52698113207548
2011-04-01,-1.0,2009.6309,8.0,44.0,40.0,0.0,0.0,38.0,5.492682926829269,2.0609756097560976,81.46926829268293
2011-04-02,0.0,1962.4491,9.0,45.0,59.0,0.0,0.0,47.0,6.672413793103448,0.7758620689655172,66.92689655172414
2011-04-03,-1.0,1915.6514,8.0,47.0,44.0,14.0,0.0,37.0,9.295833333333333,-1.0999999999999999,50.62083333333334
2011-04-04,-1.0,1611.1062,8.0,48.0,34.0,0.0,0.0,27.0,16.93846153846154,3.7384615384615385,44.56461538461539
2011-04-05,-1.0,2414.443,8.0,37.0,23.0,0.0,0.0,16.0,14.191891891891892,8.021621621621621,70.11972972972973
2011-04-06,-1.0,2378.397,9.0,45.0,24.0,0.0,0.0,42.0,9.483333333333333,-1.8083333333333333,47.367916666666666
2011-04-07,0.0,1316.8325,10.0,35.0,60.0,0.0,0.0,34.0,13.195833333333333,4.104166666666667,55.90708333333333
2011-04-08,0.0,830.1842,10.0,37.0,54.0,0.0,0.0,29.0,8.3,5.462162162162162,83.07297297297296
2011-04-09,-1.0,859.3188,9.0,35.0,45.0,12.0,0.0,22.0,7.214705882352941,5.547058823529412,89.35617647058824
2011-04-10,0.0,808.58527,9.0,33.0,53.0,0.0,0.0,20.0,11.345714285714287,9.11142857142857,86.47285714285715
2011-04-11,0.0,1607.5063,10.0,40.0,58.0,0.0,0.0,25.0,18.42142857142857,14.321428571428571,79.67214285714286
2011-04-12,-1.0,856.2949,10.0,35.0,25.0,0.0,0.0,38.0,17.52258064516129,11.929032258064517,71.04516129032258
2011-04-13,-1.0,1052.7494,10.0,31.0,23.0,0.0,0.0,27.0,11.029787234042553,9.04468085106383,88.29340425531915
2011-04-14,0.0,1670.7194,10.0,54.0,36.0,0.0,0.0,47.0,13.88,4.224,55.7072
2011-04-15,-1.0,1625.5055,14.0,45.0,46.0,27.0,0.0,44.0,13.941666666666668,7.041666666666667,63.91416666666667
2011-04-16,-1.0,1328.3519,9.0,41.0,33.0,0.0,0.0,13.0,13.514285714285714,11.319047619047618,86.66404761904762
2011-04-17,-1.0,2799.5764,9.0,45.0,25.0,0.0,0.0,21.0,13.743333333333334,5.5233333333333325,62.59066666666667
2011-04-18,0.0,1894.7244,14.0,47.0,53.0,0.0,0.0,47.0,16.087500000000002,6.55,55.12958333333333
2011-04-19,0.0,779.2107,13.0,34.0,63.0,0.0,0.0,40.0,16.737037037037037,9.233333333333334,62.020370370370365
2011-04-20,0.0,2503.4788,13.0,50.0,58.0,0.0,0.0,34.0,20.29655172413793,12.317241379310344,65.08620689655173
2011-04-21,-1.0,1940.7062,10.0,49.0,38.0,0.0,0.0,44.0,15.683333333333332,1.9875,40.67958333333333
2011-04-22,-1.0,799.7537,11.0,34.0,32.0,0.0,0.0,34.0,8.626923076923077,1.7846153846153845,64.62846153846154
2011-04-23,-1.0,1159.9762,10.0,30.0,38.0,0.0,0.0,17.0,10.424444444444445,9.015555555555554,91.79666666666668
2011-04-24,0.0,1885.7489,11.0,38.0,54.0,0.0,0.0,26.0,19.974999999999998,15.820833333333333,78.86541666666666
2011-04-25,0.0,1856.8542,11.0,43.0,59.0,0.0,0.0,32.0,19.30754716981132,17.10566037735849,88.79471698113207
2011-04-26,-1.0,1886.1809,10.0,27.0,36.0,0.0,0.0,16.0,22.264285714285712,16.892857142857142,72.43464285714286
2011-04-27,0.0,1789.8015,7.0,25.0,52.0,19.0,0.0,12.0,21.675757575757576,18.824242424242424,84.25909090909092
2011-04-28,-1.0,1687.7104,7.0,44.0,40.0,0.0,0.0,12.0,22.591176470588238,18.56764705882353,78.99970588235294
2011-04-29,-1.0,2181.8464,7.0,45.0,28.0,0.0,0.0,34.0,17.492,5.032,44.15520000000001
2011-04-30,-1.0,1425.0193,7.0,39.0,20.0,0.0,0.0,26.0,14.695833333333333,3.904166666666667,48.97958333333333
2011-05-01,-1.0,873.62213,8.0,31.0,36.0,0.0,0.0,27.0,13.516666666666666,8.733333333333333,73.1675
2011-05-02,-1.0,1448.4901,9.0,43.0,49.0,0.0,0.0,34.0,17.161538461538463,12.38076923076923,73.96576923076923
2011-05-03,0.0,1816.5363,9.0,43.0,56.0,26.0,0.0,20.0,21.708333333333332,15.9375,71.03291666666667
2011-05-04,-1.0,1910.5156,7.0,37.0,20.0,0.0,0.0,16.0,12.948717948717949,8.24102564102564,75.03846153846153
2011-05-05,-1.0,2778.1216,8.0,48.0,27.0,0.0,0.0,46.0,12.92,1.396,48.8732
2011-05-06,0.0,2228.2122,10.0,51.0,40.0,0.0,0.0,38.0,15.330769230769231,5.246153846153846,53.34269230769231
2011-05-07,0.0,2275.2979,8.0,50.0,40.0,0.0,0.0,19.0,16.717391304347824,6.947826086956522,55.10130434782609
2011-05-08,0.0,1975.6965,11.0,54.0,52.0,0.0,0.0,35.0,17.804166666666667,9.049999999999999,57.82875000000001
2011-05-09,-1.0,2155.5918,13.0,48.0,48.0,24.0,0.0,39.0,17.61904761904762,9.076190476190476,60.432380952380946
2011-05-10,-1.0,1483.6244,10.0,49.0,27.0,0.0,0.0,41.0,17.566666666666666,6.3625,49.81875
2011-05-11,0.0,1728.1245,8.0,74.0,34.0,0.0,0.0,24.0,18.16,10.32,61.74
2011-05-12,0.0,1295.9055,9.0,58.0,47.0,0.0,0.0,24.0,17.14,12.216,74.11880000000001
2011-05-13,0.0,796.63385,9.0,34.0,59.0,0.0,0.0,20.0,16.917142857142856,14.502857142857144,85.83571428571429
2011-05-14,-1.0,582.4203,8.0,31.0,40.0,0.0,0.0,15.0,16.613333333333333,15.264444444444443,91.86999999999999
2011-05-15,-1.0,1068.6366,8.0,44.0,45.0,13.0,0.0,17.0,18.645454545454545,16.91590909090909,90.47477272727272
2011-05-16,-1.0,1584.0355,10.0,44.0,48.0,0.0,0.0,37.0,19.9,15.683333333333334,78.26533333333333
2011-05-17,-1.0,1224.437,10.0,43.0,33.0,0.0,0.0,18.0,19.052941176470586,16.191176470588236,84.15058823529411
2011-05-18,-1.0,1237.3484,9.0,37.0,35.0,0.0,0.0,26.0,18.63684210526316,16.30263157894737,86.69842105263157
2011-05-19,-1.0,1421.2754,10.0,39.0,42.0,0.0,0.0,32.0,17.793333333333333,14.81,83.66833333333334
2011-05-20,0.0,1430.395,9.0,42.0,59.0,0.0,0.0,33.0,17.472727272727273,12.6,74.71636363636364
2011-05-21,0.0,2005.599,9.0,51.0,49.0,19.0,0.0,40.0,20.808333333333334,12.891666666666666,62.55791666666667
2011-05-22,0.0,1395.0208,11.0,50.0,59.0,0.0,0.0,38.0,21.34090909090909,15.622727272727273,71.73363636363636
2011-05-23,0.0,1396.2687,9.0,42.0,69.0,0.0,0.0,20.0,21.654545454545456,18.400000000000002,82.98454545454545
2011-05-24,0.0,2058.8765,9.0,44.0,60.0,0.0,0.0,34.0,23.996296296296297,18.74074074074074,75.0874074074074
2011-05-25,0.0,1641.4888,9.0,93.0,57.0,0.0,0.0,22.0,23.792307692307695,17.91923076923077,71.63038461538461
2011-05-26,0.0,1927.6028,10.0,58.0,80.0,0.0,0.0,20.0,26.041666666666668,19.45416666666667,69.21833333333333
2011-05-27,0.0,1526.4384,9.0,49.0,57.0,25.0,0.0,25.0,26.36785714285714,18.564285714285713,62.574285714285715
2011-05-28,-1.0,1585.5234,8.0,42.0,38.0,0.0,0.0,10.0,22.951612903225808,17.84193548387097,73.98709677419355
2011-05-29,0.0,1197.5583,9.0,33.0,67.0,0.0,0.0,11.0,24.078125,20.621875,81.5696875
2011-05-30,1.0,1923.187,10.0,100.0,76.0,0.0,0.0,35.0,27.912499999999998,20.900000000000002,70.34666666666666
2011-05-31,1.0,2069.9639,11.0,150.0,93.0,0.0,0.0,35.0,29.670833333333334,21.320833333333333,63.666666666666664
2011-06-01,0.0,1932.0667,10.0,74.0,90.0,0.0,0.0,25.0,29.608571428571427,22.02857142857143,65.70314285714286
2011-06-02,0.0,1978.5764,9.0,97.0,33.0,30.0,0.0,19.0,27.469565217391303,9.934782608695652,35.97391304347826
2011-06-03,0.0,1801.8489,9.0,51.0,23.0,0.0,0.0,39.0,22.112,5.428,34.798
2011-06-04,1.0,1481.5605,13.0,108.0,90.0,0.0,0.0,37.0,23.12608695652174,8.326086956521738,40.49608695652174
2011-06-05,0.0,1450.362,9.0,93.0,61.0,0.0,0.0,19.0,23.558333333333334,15.583333333333334,61.43875
2011-06-06,0.0,2349.9343,9.0,93.0,56.0,0.0,0.0,29.0,24.730434782608693,15.747826086956522,62.41217391304348
2011-06-07,0.0,2007.3269,10.0,93.0,64.0,0.0,0.0,27.0,26.041666666666668,16.2625,57.64625
2011-06-08,1.0,2201.8613,11.0,143.0,88.0,42.0,0.0,36.0,29.075,20.091666666666665,61.79208333333333
2011-06-09,1.0,2646.416,13.0,122.0,89.0,0.0,0.0,25.0,31.44782608695652,22.13478260869565,61.49260869565217
2011-06-10,1.0,2096.9385,13.0,166.0,79.0,0.0,0.0,28.0,28.36470588235294,19.091176470588238,58.40735294117647
2011-06-11,1.0,1745.7396,13.0,101.0,72.0,0.0,0.0,20.0,28.47142857142857,20.142857142857142,61.765
2011-06-12,0.0,2065.548,10.0,77.0,64.0,0.0,0.0,22.0,26.48,20.334285714285716,70.65085714285715
2011-06-13,-1.0,2172.9668,10.0,42.0,37.0,0.0,0.0,12.0,22.958333333333332,12.891666666666666,55.42791666666667
2011-06-14,0.0,1836.6472,9.0,36.0,67.0,16.0,0.0,15.0,21.59583333333333,10.091666666666667,48.15625
2011-06-15,0.0,2246.0674,9.0,54.0,43.0,0.0,0.0,32.0,21.962500000000002,9.904166666666667,48.912083333333335
2011-06-16,0.0,1644.9926,11.0,44.0,55.0,0.0,0.0,30.0,22.636363636363637,15.433333333333334,64.55545454545454
2011-06-17,0.0,2178.8706,11.0,64.0,48.0,0.0,0.0,26.0,23.302040816326528,17.775510204081634,74.04693877551021
2011-06-18,0.0,1761.8188,11.0,80.0,56.0,0.0,0.0,23.0,24.44193548387097,19.15806451612903,74.28580645161291
2011-06-19,0.0,1526.1504,11.0,97.0,66.0,0.0,0.0,24.0,26.3625,18.991666666666667,64.59
2011-06-20,0.0,1545.8293,11.0,67.0,58.0,19.0,0.0,16.0,22.75714285714286,17.992857142857144,75.18499999999999
2011-06-21,0.0,1061.8689,13.0,58.0,56.0,0.0,0.0,24.0,24.28,19.936,77.6012
2011-06-22,0.0,1695.6301,14.0,46.0,53.0,0.0,0.0,25.0,27.523076923076925,21.357692307692307,69.98192307692308
2011-06-23,-1.0,1322.0164,11.0,38.0,46.0,0.0,0.0,20.0,27.648000000000003,21.776,70.7192
2011-06-24,0.0,1986.7839,10.0,51.0,31.0,0.0,0.0,17.0,26.94074074074074,18.196296296296296,62.48518518518518
2011-06-25,-1.0,1468.5531,9.0,44.0,47.0,0.0,0.0,9.0,26.112,14.16,48.0132
2011-06-26,-1.0,1832.7594,10.0,44.0,45.0,19.0,0.0,19.0,24.879166666666666,13.891666666666667,51.263749999999995
2011-06-27,0.0,915.3321,10.0,54.0,63.0,0.0,0.0,34.0,25.107407407407408,17.574074074074073,64.0537037037037
2011-06-28,0.0,1655.8401,8.0,80.0,56.0,0.0,0.0,39.0,28.457142857142856,20.214285714285715,62.534642857142856
2011-06-29,0.0,2155.2559,5.0,77.0,46.0,0.0,0.0,18.0,27.44,16.168,53.8904
2011-06-30,0.0,2214.4849,5.0,74.0,40.0,0.0,0.0,32.0,25.879166666666666,11.829166666666666,43.56916666666667
2011-07-01,1.0,2706.6528,8.0,119.0,54.0,0.0,0.0,42.0,27.125,10.866666666666667,39.1725
2011-07-02,1.0,2524.4058,10.0,151.0,63.0,0.0,0.0,45.0,27.657916666666665,13.009583333333333,43.34
2011-07-03,1.0,2340.1907,6.0,100.0,68.0,0.0,0.0,25.0,26.28736842105263,19.649210526315787,68.77657894736842
2011-07-04,0.0,1680.1268,6.0,74.0,97.0,52.0,0.0,25.0,26.27,19.823333333333334,69.88166666666666
2011-07-05,1.0,1974.1605,6.0,108.0,64.0,0.0,0.0,25.0,28.108333333333334,19.10833333333333,59.13
2011-07-06,0.0,1204.662,7.0,48.0,69.0,0.0,0.0,37.0,27.36296296296296,21.81111111111111,72.08666666666667
2011-07-07,1.0,2331.599,7.0,154.0,70.0,0.0,0.0,21.0,27.1125,20.95,72.6434375
2011-07-08,0.0,1227.7489,7.0,44.0,62.0,23.0,0.0,20.0,26.794285714285714,21.762857142857143,74.46342857142857
2011-07-09,0.0,2207.1892,6.0,67.0,55.0,0.0,0.0,21.0,27.129166666666666,18.529166666666665,63.32583333333333
2011-07-10,1.0,2067.756,7.0,100.0,67.0,0.0,0.0,25.0,28.36,18.752,57.373999999999995
2011-07-11,0.0,1799.353,7.0,64.0,64.0,0.0,0.0,21.0,29.479166666666668,20.970833333333335,60.75
2011-07-12,0.0,2278.3696,6.0,87.0,54.0,26.0,0.0,17.0,29.81153846153846,20.77692307692308,60.50538461538462
2011-07-13,0.0,2278.7058,8.0,74.0,67.0,0.0,0.0,35.0,28.491891891891893,19.964864864864865,62.77216216216217
2011-07-14,0.0,2349.9343,7.0,64.0,26.0,18.0,0.0,31.0,25.233333333333334,14.095833333333333,52.49666666666667
2011-07-15,-1.0,1693.7102,6.0,44.0,26.0,9.0,0.0,17.0,24.058333333333334,15.104166666666666,58.4775
2011-07-16,-1.0,1937.4424,6.0,44.0,26.0,9.0,0.0,20.0,25.087500000000002,15.854166666666666,58.025
2011-07-17,-1.0,1858.6301,6.0,45.0,39.0,9.0,0.0,10.0,26.733333333333334,17.933333333333334,59.33291666666667
2011-07-18,1.0,1954.8655,7.0,108.0,82.0,9.0,0.0,20.0,28.125,20.633333333333333,64.83583333333333
2011-07-19,0.0,1756.0112,7.0,77.0,72.0,9.0,0.0,32.0,30.177777777777777,21.90740740740741,62.071481481481484
2011-07-20,1.0,1904.468,8.0,136.0,89.0,38.0,0.0,23.0,28.575,23.00714285714286,73.0332142857143
2011-07-21,0.0,1959.6173,8.0,87.0,94.0,0.0,0.0,26.0,31.530434782608697,24.77391304347826,68.83347826086957
2011-07-22,1.0,2467.9126,8.0,143.0,85.0,0.0,0.0,45.0,33.62692307692308,24.092307692307692,59.035384615384615
2011-07-23,1.0,2499.783,9.0,112.0,75.0,0.0,0.0,13.0,33.65833333333333,21.0375,48.653333333333336
2011-07-24,0.0,1680.5588,7.0,71.0,77.0,0.0,0.0,10.0,32.53076923076923,21.934615384615384,54.35153846153845
2011-07-25,0.0,1180.2792,8.0,54.0,62.0,0.0,0.0,21.0,28.935294117647057,23.355882352941176,72.49205882352942
2011-07-26,1.0,2945.9692,7.0,100.0,52.0,24.0,0.0,30.0,28.773076923076925,18.946153846153848,60.57192307692307
2011-07-27,0.0,2377.2449,6.0,50.0,42.0,0.0,0.0,34.0,30.045833333333334,14.766666666666666,41.10333333333333
2011-07-28,1.0,1886.5648,8.0,136.0,67.0,0.0,0.0,43.0,29.528000000000002,19.18,54.1824
2011-07-29,1.0,2736.7954,8.0,100.0,81.0,0.0,0.0,22.0,32.637499999999996,21.9375,58.17875
2011-07-30,0.0,2506.6946,6.0,77.0,51.0,0.0,0.0,22.0,31.73478260869565,17.756521739130434,45.61086956521739
2011-07-31,0.0,2796.9844,7.0,84.0,52.0,0.0,0.0,35.0,31.504166666666666,16.958333333333332,45.805
2011-08-01,1.0,3155.767,7.0,119.0,58.0,27.0,0.0,21.0,30.108,18.572,53.602
2011-08-02,0.0,2619.1052,7.0,77.0,58.0,0.0,0.0,20.0,29.391666666666666,17.083333333333332,51.694583333333334
2011-08-03,0.0,1464.5214,9.0,39.0,91.0,0.0,0.0,28.0,28.04848484848485,19.921212121212122,62.30454545454546
2011-08-04,0.0,1296.8175,8.0,51.0,72.0,0.0,0.0,22.0,26.1975,22.1375,79.33875
